Tag	dynamicColors	mergedColors
B3GALNT1	salmon	salmon
B3GALNT2	blue	blue
B3GALT2	blue	blue
B3GALT4	blue	blue
B3GALT6	cyan	black
B3GAT1	grey	grey
B3GAT3	black	black
B3GLCT	grey	grey
B3GNT2	brown	brown
B3GNT3	grey	grey
B3GNT4	grey	grey
B3GNT5	turquoise	turquoise
B3GNT6	grey	grey
B3GNT7	grey	grey
B3GNT8	turquoise	turquoise
B3GNT9	turquoise	turquoise
B3GNTL1	yellow	yellow
B4GALNT1	lightgreen	lightgreen
B4GALNT3	turquoise	turquoise
B4GALNT4	red	lightcyan
B4GALT1	turquoise	turquoise
B4GALT2	cyan	black
B4GALT3	black	black
B4GALT4	salmon	salmon
B4GALT5	blue	blue
B4GALT6	turquoise	turquoise
B4GALT7	black	black
B4GAT1	grey	grey
B9D1	magenta	magenta
B9D2	magenta	magenta
BAALC	grey	grey
BAAT	turquoise	turquoise
BABAM1	black	black
BACE1	pink	pink
BACE2	grey	grey
BACH1	salmon	salmon
BACH2	blue	blue
BAD	black	black
BAG1	brown	brown
BAG2	lightgreen	lightgreen
BAG3	grey	grey
BAG4	grey	grey
BAG5	blue	blue
BAG6	red	lightcyan
BAHCC1	yellow	yellow
BAHD1	grey	grey
BAIAP2	turquoise	turquoise
BAIAP2L1	cyan	black
BAIAP2L2	grey	grey
BAIAP3	magenta	magenta
BAK1	blue	blue
BAMBI	grey	grey
BANF1	black	black
BANK1	greenyellow	greenyellow
BANP	yellow	yellow
BAP1	red	lightcyan
BARD1	turquoise	turquoise
BARX1	brown	brown
BARX2	grey	grey
BASP1	grey	grey
BATF	brown	brown
BATF2	brown	brown
BATF3	brown	brown
BAX	black	black
BAZ1A	turquoise	turquoise
BAZ1B	blue	blue
BAZ2A	blue	blue
BAZ2B	blue	blue
BBC3	cyan	black
BBIP1	green	green
BBOF1	magenta	magenta
BBOX1	magenta	magenta
BBS10	midnightblue	midnightblue
BBS12	magenta	magenta
BBS2	midnightblue	midnightblue
BBS4	magenta	magenta
BBS5	magenta	magenta
BBS7	salmon	salmon
BBS9	blue	blue
BBX	salmon	salmon
BCAM	turquoise	turquoise
BCAN	lightgreen	lightgreen
BCAP29	grey	grey
BCAP31	blue	blue
BCAR1	red	lightcyan
BCAR3	grey	grey
BCAS1	lightgreen	lightgreen
BCAS2	turquoise	turquoise
BCAS3	blue	blue
BCAS4	grey	grey
BCAT1	grey	grey
BCAT2	lightcyan	lightcyan
BCCIP	turquoise	turquoise
BCDIN3D	grey	grey
BCHE	tan	tan
BCKDHA	lightcyan	lightcyan
BCKDHB	grey	grey
BCKDK	black	black
BCL10	grey	grey
BCL11A	green	green
BCL11B	greenyellow	greenyellow
BCL2	greenyellow	greenyellow
BCL2A1	brown	brown
BCL2L1	grey	grey
BCL2L10	turquoise	turquoise
BCL2L11	blue	blue
BCL2L12	black	black
BCL2L13	turquoise	turquoise
BCL2L14	grey	grey
BCL2L15	turquoise	turquoise
BCL2L2	blue	blue
BCL3	red	lightcyan
BCL6	green	green
BCL6B	tan	tan
BCL7A	grey	grey
BCL7B	black	black
BCL7C	black	black
BCL9	blue	blue
BCL9L	red	lightcyan
BCLAF1	blue	blue
BCO1	turquoise	turquoise
BCOR	blue	blue
BCORL1	blue	blue
BCR	red	lightcyan
BCS1L	yellow	yellow
BDH1	brown	brown
BDH2	turquoise	turquoise
BDKRB1	turquoise	turquoise
BDKRB2	grey	grey
BDP1	midnightblue	midnightblue
BEAN1	grey	grey
BECN1	blue	blue
BEND3	blue	blue
BEND5	magenta	magenta
BEND6	pink	pink
BEND7	grey	grey
BEST4	magenta	magenta
BET1	grey	grey
BET1L	cyan	black
BEX1	turquoise	turquoise
BEX2	grey	grey
BEX3	grey	grey
BEX4	grey	grey
BEX5	grey	grey
BFAR	turquoise	turquoise
BFSP1	brown	brown
BGLAP	yellow	yellow
BGN	pink	pink
BHLHA15	grey	grey
BHLHB9	blue	blue
BHLHE22	pink	pink
BHLHE40	grey	grey
BHLHE41	brown	brown
BHMT2	grey	grey
BICC1	pink	pink
BICD1	salmon	salmon
BICD2	blue	blue
BID	black	black
BIK	grey	grey
BIN1	red	lightcyan
BIN2	brown	brown
BIN3	yellow	yellow
BIRC2	salmon	salmon
BIRC3	greenyellow	greenyellow
BIRC5	turquoise	turquoise
BIRC6	blue	blue
BIRC7	brown	brown
BIVM	midnightblue	midnightblue
BLCAP	yellow	yellow
BLK	greenyellow	greenyellow
BLM	turquoise	turquoise
BLMH	turquoise	turquoise
BLNK	greenyellow	greenyellow
BLOC1S1	blue	blue
BLOC1S2	turquoise	turquoise
BLOC1S3	lightcyan	lightcyan
BLOC1S4	brown	brown
BLOC1S5	grey	grey
BLOC1S6	midnightblue	midnightblue
BLVRA	blue	blue
BLVRB	blue	blue
BLZF1	grey	grey
BMF	yellow	yellow
BMI1	grey	grey
BMP1	pink	pink
BMP2	turquoise	turquoise
BMP2K	brown	brown
BMP3	turquoise	turquoise
BMP4	grey	grey
BMP5	grey	grey
BMP6	grey	grey
BMP7	magenta	magenta
BMP8A	pink	pink
BMP8B	grey	grey
BMPER	grey	grey
BMPR1A	blue	blue
BMPR1B	magenta	magenta
BMPR2	blue	blue
BMS1	blue	blue
BMX	grey	grey
BNC2	pink	pink
BNIP1	purple	purple
BNIP2	blue	blue
BNIP3	grey	grey
BNIP3L	red	lightcyan
BNIPL	turquoise	turquoise
BOC	pink	pink
BOD1	purple	purple
BOD1L1	blue	blue
BOK	turquoise	turquoise
BOLA1	black	black
BOLA2B	black	black
BOLA3	purple	purple
BOP1	lightyellow	lightyellow
BORA	turquoise	turquoise
BORCS5	grey	grey
BORCS6	black	black
BORCS7	turquoise	turquoise
BORCS8	yellow	yellow
BPGM	grey	grey
BPHL	grey	grey
BPIFA1	magenta	magenta
BPIFA2	grey	grey
BPIFB1	magenta	magenta
BPIFB2	grey	grey
BPNT1	grey	grey
BPTF	blue	blue
BRAF	green	green
BRAP	salmon	salmon
BRAT1	turquoise	turquoise
BRCA1	turquoise	turquoise
BRCA2	turquoise	turquoise
BRCC3	grey	grey
BRD1	yellow	yellow
BRD2	blue	blue
BRD3	blue	blue
BRD4	red	lightcyan
BRD7	grey	grey
BRD8	green	green
BRD9	turquoise	turquoise
BRF1	lightyellow	lightyellow
BRF2	grey	grey
BRI3	cyan	black
BRI3BP	turquoise	turquoise
BRICD5	yellow	yellow
BRINP1	grey	grey
BRIP1	turquoise	turquoise
BRIX1	turquoise	turquoise
BRK1	purple	purple
BRMS1	black	black
BRMS1L	turquoise	turquoise
BROX	blue	blue
BRPF1	red	lightcyan
BRPF3	blue	blue
BRSK1	turquoise	turquoise
BRWD1	blue	blue
BRWD3	blue	blue
BSCL2	cyan	black
BSDC1	yellow	yellow
BSG	black	black
BSPRY	cyan	black
BST1	brown	brown
BST2	brown	brown
BTAF1	green	green
BTBD1	blue	blue
BTBD10	grey	grey
BTBD11	lightgreen	lightgreen
BTBD16	grey	grey
BTBD19	green	green
BTBD2	red	lightcyan
BTBD3	blue	blue
BTBD6	black	black
BTBD7	blue	blue
BTBD9	turquoise	turquoise
BTC	turquoise	turquoise
BTD	turquoise	turquoise
BTF3	purple	purple
BTF3L4	turquoise	turquoise
BTG1	grey	grey
BTG2	turquoise	turquoise
BTG3	turquoise	turquoise
BTK	brown	brown
BTLA	greenyellow	greenyellow
BTN2A1	yellow	yellow
BTN2A2	greenyellow	greenyellow
BTN3A1	greenyellow	greenyellow
BTN3A2	greenyellow	greenyellow
BTN3A3	greenyellow	greenyellow
BTNL9	tan	tan
BTRC	blue	blue
BUB1	turquoise	turquoise
BUB1B	turquoise	turquoise
BUB3	turquoise	turquoise
BUD13	blue	blue
BUD31	cyan	black
BVES	turquoise	turquoise
BYSL	turquoise	turquoise
BZW1	turquoise	turquoise
BZW2	turquoise	turquoise
C10orf55	brown	brown
C10orf88	turquoise	turquoise
C11orf1	purple	purple
C11orf16	magenta	magenta
C11orf21	greenyellow	greenyellow
C11orf24	black	black
C11orf45	brown	brown
C11orf49	brown	brown
C11orf54	red	lightcyan
C11orf58	red	lightcyan
C11orf68	black	black
C11orf71	yellow	yellow
C11orf74	magenta	magenta
C11orf80	grey	grey
C11orf86	grey	grey
C11orf95	blue	blue
C11orf96	turquoise	turquoise
C11orf98	black	black
C12orf10	black	black
C12orf29	turquoise	turquoise
C12orf4	turquoise	turquoise
C12orf43	turquoise	turquoise
C12orf45	purple	purple
C12orf49	grey	grey
C12orf57	blue	blue
C12orf65	turquoise	turquoise
C12orf66	grey	grey
C12orf73	turquoise	turquoise
C12orf74	magenta	magenta
C12orf75	magenta	magenta
C12orf76	green	green
C14orf119	purple	purple
C14orf28	green	green
C14orf93	brown	brown
C15orf39	lightcyan	lightcyan
C15orf40	green	green
C15orf41	turquoise	turquoise
C15orf48	turquoise	turquoise
C15orf61	purple	purple
C15orf62	yellow	yellow
C15orf65	magenta	magenta
C16orf46	magenta	magenta
C16orf54	greenyellow	greenyellow
C16orf58	cyan	black
C16orf70	purple	purple
C16orf71	magenta	magenta
C16orf72	blue	blue
C16orf74	grey	grey
C16orf86	yellow	yellow
C16orf87	blue	blue
C16orf89	turquoise	turquoise
C16orf91	cyan	black
C17orf107	grey	grey
C17orf49	grey	grey
C17orf50	turquoise	turquoise
C17orf53	turquoise	turquoise
C17orf58	turquoise	turquoise
C17orf67	grey	grey
C17orf75	turquoise	turquoise
C17orf80	turquoise	turquoise
C17orf97	magenta	magenta
C18orf21	grey	grey
C18orf25	blue	blue
C18orf32	purple	purple
C18orf54	turquoise	turquoise
C19orf12	turquoise	turquoise
C19orf18	yellow	yellow
C19orf25	black	black
C19orf33	blue	blue
C19orf38	brown	brown
C19orf44	red	lightcyan
C19orf47	lightcyan	lightcyan
C19orf48	black	black
C19orf53	black	black
C19orf54	lightcyan	lightcyan
C19orf57	turquoise	turquoise
C19orf71	red	lightcyan
C19orf73	black	black
C1D	turquoise	turquoise
C1GALT1	turquoise	turquoise
C1GALT1C1	grey	grey
C1GALT1C1L	turquoise	turquoise
C1QA	brown	brown
C1QB	brown	brown
C1QBP	purple	purple
C1QC	brown	brown
C1QL3	grey	grey
C1QTNF1	pink	pink
C1QTNF2	tan	tan
C1QTNF3	pink	pink
C1QTNF6	pink	pink
C1QTNF7	tan	tan
C1R	brown	brown
C1RL	grey	grey
C1S	brown	brown
C1orf109	turquoise	turquoise
C1orf112	turquoise	turquoise
C1orf115	grey	grey
C1orf116	turquoise	turquoise
C1orf122	cyan	black
C1orf127	yellow	yellow
C1orf131	grey	grey
C1orf159	yellow	yellow
C1orf162	brown	brown
C1orf174	turquoise	turquoise
C1orf189	magenta	magenta
C1orf194	magenta	magenta
C1orf198	grey	grey
C1orf21	turquoise	turquoise
C1orf210	turquoise	turquoise
C1orf216	grey	grey
C1orf226	blue	blue
C1orf35	cyan	black
C1orf43	purple	purple
C1orf50	purple	purple
C1orf52	green	green
C1orf53	blue	blue
C1orf54	brown	brown
C1orf56	brown	brown
C1orf74	turquoise	turquoise
C2	grey	grey
C20orf194	tan	tan
C20orf27	black	black
C20orf85	magenta	magenta
C20orf96	yellow	yellow
C21orf58	magenta	magenta
C21orf91	midnightblue	midnightblue
C22orf23	magenta	magenta
C22orf39	grey	grey
C2CD2	blue	blue
C2CD2L	yellow	yellow
C2CD3	blue	blue
C2CD4A	turquoise	turquoise
C2CD4B	grey	grey
C2CD4C	grey	grey
C2CD4D	brown	brown
C2CD5	turquoise	turquoise
C2orf15	brown	brown
C2orf42	blue	blue
C2orf49	salmon	salmon
C2orf50	magenta	magenta
C2orf68	brown	brown
C2orf69	salmon	salmon
C2orf72	grey	grey
C2orf74	turquoise	turquoise
C2orf76	purple	purple
C2orf81	magenta	magenta
C2orf88	green	green
C3	greenyellow	greenyellow
C3AR1	brown	brown
C3orf14	grey	grey
C3orf18	turquoise	turquoise
C3orf33	grey	grey
C3orf38	grey	grey
C3orf52	grey	grey
C3orf62	green	green
C3orf67	turquoise	turquoise
C3orf70	tan	tan
C3orf80	pink	pink
C4A	turquoise	turquoise
C4B	turquoise	turquoise
C4BPA	turquoise	turquoise
C4BPB	grey	grey
C4orf19	magenta	magenta
C4orf3	grey	grey
C4orf33	lightcyan	lightcyan
C4orf36	grey	grey
C4orf46	turquoise	turquoise
C4orf47	magenta	magenta
C4orf48	black	black
C5	grey	grey
C5AR1	brown	brown
C5AR2	grey	grey
C5orf15	midnightblue	midnightblue
C5orf22	turquoise	turquoise
C5orf24	midnightblue	midnightblue
C5orf30	lightgreen	lightgreen
C5orf34	turquoise	turquoise
C5orf38	turquoise	turquoise
C5orf46	pink	pink
C5orf49	magenta	magenta
C5orf51	turquoise	turquoise
C5orf63	green	green
C6	magenta	magenta
C6orf118	magenta	magenta
C6orf120	salmon	salmon
C6orf132	grey	grey
C6orf136	brown	brown
C6orf141	grey	grey
C6orf223	grey	grey
C6orf226	black	black
C6orf47	red	lightcyan
C6orf52	grey	grey
C6orf62	blue	blue
C6orf89	blue	blue
C7	tan	tan
C7orf26	turquoise	turquoise
C7orf31	grey	grey
C7orf50	black	black
C7orf57	magenta	magenta
C7orf61	yellow	yellow
C8B	grey	grey
C8G	yellow	yellow
C8orf33	lightyellow	lightyellow
C8orf34	turquoise	turquoise
C8orf37	grey	grey
C8orf48	magenta	magenta
C8orf58	yellow	yellow
C8orf76	lightyellow	lightyellow
C8orf82	lightyellow	lightyellow
C8orf88	pink	pink
C9orf116	magenta	magenta
C9orf135	magenta	magenta
C9orf152	turquoise	turquoise
C9orf16	cyan	black
C9orf24	magenta	magenta
C9orf40	turquoise	turquoise
C9orf64	grey	grey
C9orf72	brown	brown
C9orf78	red	lightcyan
C9orf85	grey	grey
CA11	grey	grey
CA12	grey	grey
CA13	turquoise	turquoise
CA2	grey	grey
CA3	tan	tan
CA4	tan	tan
CA5B	midnightblue	midnightblue
CA8	lightgreen	lightgreen
CA9	grey	grey
CAAP1	blue	blue
CAB39	salmon	salmon
CAB39L	turquoise	turquoise
CABIN1	red	lightcyan
CABLES1	turquoise	turquoise
CABLES2	green	green
CABP4	grey	grey
CABYR	lightgreen	lightgreen
CACFD1	cyan	black
CACHD1	turquoise	turquoise
CACNA1C	tan	tan
CACNA1D	green	green
CACNA1H	grey	grey
CACNA2D1	brown	brown
CACNA2D2	turquoise	turquoise
CACNA2D3	grey	grey
CACNA2D4	brown	brown
CACNB1	yellow	yellow
CACNB3	yellow	yellow
CACNG4	grey	grey
CACNG6	magenta	magenta
CACTIN	red	lightcyan
CACUL1	blue	blue
CACYBP	turquoise	turquoise
CAD	turquoise	turquoise
CADM1	grey	grey
CADM3	greenyellow	greenyellow
CADM4	lightcyan	lightcyan
CADPS2	blue	blue
CALB2	grey	grey
CALCOCO1	turquoise	turquoise
CALCOCO2	grey	grey
CALCRL	tan	tan
CALD1	pink	pink
CALHM2	brown	brown
CALM1	grey	grey
CALM2	purple	purple
CALML4	magenta	magenta
CALR	green	green
CALU	turquoise	turquoise
CAMK1	brown	brown
CAMK1D	grey	grey
CAMK1G	brown	brown
CAMK2D	midnightblue	midnightblue
CAMK2G	grey	grey
CAMK2N1	grey	grey
CAMK2N2	turquoise	turquoise
CAMK4	greenyellow	greenyellow
CAMKK1	yellow	yellow
CAMKK2	salmon	salmon
CAMKMT	green	green
CAMLG	purple	purple
CAMP	grey	grey
CAMSAP1	blue	blue
CAMSAP2	blue	blue
CAMSAP3	red	lightcyan
CAMTA1	grey	grey
CAMTA2	red	lightcyan
CAND1	salmon	salmon
CAND2	turquoise	turquoise
CANT1	green	green
CANX	midnightblue	midnightblue
CAP1	brown	brown
CAP2	grey	grey
CAPG	brown	brown
CAPN1	red	lightcyan
CAPN10	yellow	yellow
CAPN12	yellow	yellow
CAPN13	magenta	magenta
CAPN15	cyan	black
CAPN2	grey	grey
CAPN3	yellow	yellow
CAPN5	grey	grey
CAPN6	turquoise	turquoise
CAPN7	blue	blue
CAPN8	turquoise	turquoise
CAPN9	turquoise	turquoise
CAPNS1	black	black
CAPRIN1	blue	blue
CAPRIN2	green	green
CAPS	magenta	magenta
CAPS2	magenta	magenta
CAPSL	magenta	magenta
CAPZA1	salmon	salmon
CAPZA2	red	lightcyan
CAPZB	brown	brown
CARD10	grey	grey
CARD11	greenyellow	greenyellow
CARD14	brown	brown
CARD16	brown	brown
CARD17	greenyellow	greenyellow
CARD19	black	black
CARD6	brown	brown
CARD8	greenyellow	greenyellow
CARD9	brown	brown
CARF	green	green
CARHSP1	black	black
CARM1	red	lightcyan
CARNMT1	blue	blue
CARNS1	yellow	yellow
CARS	turquoise	turquoise
CARS2	yellow	yellow
CASC1	magenta	magenta
CASC3	blue	blue
CASC4	red	lightcyan
CASD1	blue	blue
CASK	blue	blue
CASKIN2	red	lightcyan
CASP1	brown	brown
CASP10	brown	brown
CASP2	blue	blue
CASP3	turquoise	turquoise
CASP4	brown	brown
CASP5	brown	brown
CASP6	grey	grey
CASP7	grey	grey
CASP8	greenyellow	greenyellow
CASP8AP2	blue	blue
CASP9	grey	grey
CASQ2	tan	tan
CASS4	tan	tan
CAST	midnightblue	midnightblue
CASZ1	blue	blue
CAT	turquoise	turquoise
CATIP	magenta	magenta
CATSPER1	brown	brown
CATSPER2	green	green
CATSPERB	grey	grey
CATSPERG	yellow	yellow
CAV1	tan	tan
CAV2	grey	grey
CBARP	red	lightcyan
CBFA2T2	green	green
CBFA2T3	greenyellow	greenyellow
CBFB	midnightblue	midnightblue
CBL	blue	blue
CBLB	blue	blue
CBLC	lightcyan	lightcyan
CBLL1	salmon	salmon
CBLN3	greenyellow	greenyellow
CBR1	lightgreen	lightgreen
CBR3	lightgreen	lightgreen
CBR4	green	green
CBWD2	green	green
CBX1	turquoise	turquoise
CBX2	lightgreen	lightgreen
CBX3	turquoise	turquoise
CBX4	red	lightcyan
CBX5	blue	blue
CBX6	grey	grey
CBX7	tan	tan
CBX8	lightyellow	lightyellow
CBY1	magenta	magenta
CC2D1A	red	lightcyan
CC2D1B	yellow	yellow
CC2D2A	magenta	magenta
CCAR1	blue	blue
CCAR2	grey	grey
CCBE1	brown	brown
CCDC102A	red	lightcyan
CCDC102B	tan	tan
CCDC106	lightcyan	lightcyan
CCDC107	black	black
CCDC110	grey	grey
CCDC112	midnightblue	midnightblue
CCDC113	magenta	magenta
CCDC114	magenta	magenta
CCDC115	blue	blue
CCDC117	blue	blue
CCDC12	blue	blue
CCDC120	yellow	yellow
CCDC121	magenta	magenta
CCDC122	green	green
CCDC124	black	black
CCDC125	midnightblue	midnightblue
CCDC126	turquoise	turquoise
CCDC127	turquoise	turquoise
CCDC130	yellow	yellow
CCDC134	grey	grey
CCDC137	lightcyan	lightcyan
CCDC138	turquoise	turquoise
CCDC14	green	green
CCDC142	yellow	yellow
CCDC146	magenta	magenta
CCDC148	magenta	magenta
CCDC149	grey	grey
CCDC15	blue	blue
CCDC151	magenta	magenta
CCDC152	brown	brown
CCDC153	magenta	magenta
CCDC154	yellow	yellow
CCDC157	magenta	magenta
CCDC159	yellow	yellow
CCDC160	magenta	magenta
CCDC167	black	black
CCDC17	magenta	magenta
CCDC170	magenta	magenta
CCDC173	magenta	magenta
CCDC174	green	green
CCDC18	green	green
CCDC181	magenta	magenta
CCDC183	yellow	yellow
CCDC184	magenta	magenta
CCDC186	blue	blue
CCDC187	magenta	magenta
CCDC188	yellow	yellow
CCDC189	magenta	magenta
CCDC191	green	green
CCDC22	red	lightcyan
CCDC24	yellow	yellow
CCDC25	grey	grey
CCDC28A	brown	brown
CCDC28B	yellow	yellow
CCDC3	pink	pink
CCDC34	turquoise	turquoise
CCDC39	magenta	magenta
CCDC40	magenta	magenta
CCDC43	turquoise	turquoise
CCDC47	blue	blue
CCDC50	brown	brown
CCDC51	purple	purple
CCDC57	yellow	yellow
CCDC58	turquoise	turquoise
CCDC59	turquoise	turquoise
CCDC6	blue	blue
CCDC61	lightcyan	lightcyan
CCDC65	magenta	magenta
CCDC66	green	green
CCDC68	grey	grey
CCDC69	brown	brown
CCDC71	blue	blue
CCDC71L	pink	pink
CCDC74A	magenta	magenta
CCDC74B	magenta	magenta
CCDC77	turquoise	turquoise
CCDC78	magenta	magenta
CCDC8	pink	pink
CCDC80	pink	pink
CCDC82	green	green
CCDC84	yellow	yellow
CCDC85A	grey	grey
CCDC85B	black	black
CCDC85C	blue	blue
CCDC86	turquoise	turquoise
CCDC88A	blue	blue
CCDC88B	greenyellow	greenyellow
CCDC88C	blue	blue
CCDC89	magenta	magenta
CCDC9	lightcyan	lightcyan
CCDC90B	turquoise	turquoise
CCDC91	turquoise	turquoise
CCDC92	red	lightcyan
CCDC93	blue	blue
CCDC96	magenta	magenta
CCDC97	lightcyan	lightcyan
CCER2	yellow	yellow
CCHCR1	yellow	yellow
CCL11	pink	pink
CCL13	brown	brown
CCL14	tan	tan
CCL17	brown	brown
CCL18	brown	brown
CCL19	greenyellow	greenyellow
CCL2	brown	brown
CCL20	grey	grey
CCL21	greenyellow	greenyellow
CCL22	brown	brown
CCL23	brown	brown
CCL24	brown	brown
CCL26	grey	grey
CCL28	grey	grey
CCL3	brown	brown
CCL3L1	brown	brown
CCL4	greenyellow	greenyellow
CCL4L2	brown	brown
CCL5	greenyellow	greenyellow
CCL7	brown	brown
CCL8	brown	brown
CCM2	turquoise	turquoise
CCM2L	tan	tan
CCNA1	magenta	magenta
CCNA2	turquoise	turquoise
CCNB1	turquoise	turquoise
CCNB1IP1	purple	purple
CCNB2	turquoise	turquoise
CCNC	grey	grey
CCND1	grey	grey
CCND2	greenyellow	greenyellow
CCND3	turquoise	turquoise
CCNDBP1	turquoise	turquoise
CCNE1	turquoise	turquoise
CCNE2	turquoise	turquoise
CCNF	turquoise	turquoise
CCNG1	midnightblue	midnightblue
CCNG2	salmon	salmon
CCNH	midnightblue	midnightblue
CCNI	salmon	salmon
CCNI2	turquoise	turquoise
CCNJ	blue	blue
CCNJL	turquoise	turquoise
CCNK	blue	blue
CCNL1	green	green
CCNL2	yellow	yellow
CCNO	magenta	magenta
CCNT1	blue	blue
CCNT2	green	green
CCNY	turquoise	turquoise
CCNYL1	salmon	salmon
CCP110	green	green
CCPG1	turquoise	turquoise
CCR1	brown	brown
CCR10	turquoise	turquoise
CCR2	brown	brown
CCR4	brown	brown
CCR5	greenyellow	greenyellow
CCR7	greenyellow	greenyellow
CCR8	greenyellow	greenyellow
CCRL2	brown	brown
CCS	yellow	yellow
CCSAP	salmon	salmon
CCSER1	green	green
CCSER2	blue	blue
CCT2	turquoise	turquoise
CCT3	turquoise	turquoise
CCT4	turquoise	turquoise
CCT5	turquoise	turquoise
CCT6A	turquoise	turquoise
CCT6B	magenta	magenta
CCT7	turquoise	turquoise
CCT8	turquoise	turquoise
CCZ1	turquoise	turquoise
CCZ1B	turquoise	turquoise
CD101	brown	brown
CD109	pink	pink
CD14	brown	brown
CD151	blue	blue
CD163	brown	brown
CD163L1	brown	brown
CD164	grey	grey
CD164L2	magenta	magenta
CD177	grey	grey
CD180	brown	brown
CD19	greenyellow	greenyellow
CD1A	brown	brown
CD1B	brown	brown
CD1C	brown	brown
CD1D	brown	brown
CD1E	brown	brown
CD2	greenyellow	greenyellow
CD200	pink	pink
CD200R1	greenyellow	greenyellow
CD207	brown	brown
CD209	brown	brown
CD22	greenyellow	greenyellow
CD226	greenyellow	greenyellow
CD24	magenta	magenta
CD244	greenyellow	greenyellow
CD247	greenyellow	greenyellow
CD248	pink	pink
CD27	greenyellow	greenyellow
CD274	brown	brown
CD276	pink	pink
CD28	brown	brown
CD2AP	blue	blue
CD2BP2	cyan	black
CD300A	brown	brown
CD300C	brown	brown
CD300E	brown	brown
CD300LB	brown	brown
CD300LF	brown	brown
CD302	turquoise	turquoise
CD320	black	black
CD33	brown	brown
CD34	tan	tan
CD36	tan	tan
CD37	brown	brown
CD38	greenyellow	greenyellow
CD3D	greenyellow	greenyellow
CD3E	greenyellow	greenyellow
CD3EAP	turquoise	turquoise
CD3G	greenyellow	greenyellow
CD4	brown	brown
CD40	brown	brown
CD40LG	greenyellow	greenyellow
CD44	brown	brown
CD46	grey	grey
CD47	grey	grey
CD48	greenyellow	greenyellow
CD5	greenyellow	greenyellow
CD52	brown	brown
CD53	brown	brown
CD55	turquoise	turquoise
CD58	brown	brown
CD59	turquoise	turquoise
CD6	greenyellow	greenyellow
CD63	blue	blue
CD68	brown	brown
CD69	greenyellow	greenyellow
CD7	greenyellow	greenyellow
CD70	greenyellow	greenyellow
CD72	greenyellow	greenyellow
CD74	brown	brown
CD79A	greenyellow	greenyellow
CD79B	greenyellow	greenyellow
CD80	brown	brown
CD81	turquoise	turquoise
CD82	brown	brown
CD83	brown	brown
CD84	brown	brown
CD86	brown	brown
CD8A	greenyellow	greenyellow
CD8B	greenyellow	greenyellow
CD9	grey	grey
CD93	tan	tan
CD96	greenyellow	greenyellow
CD99	pink	pink
CD99L2	grey	grey
CDA	grey	grey
CDADC1	green	green
CDAN1	yellow	yellow
CDC123	turquoise	turquoise
CDC14A	magenta	magenta
CDC14B	blue	blue
CDC16	blue	blue
CDC20	turquoise	turquoise
CDC23	midnightblue	midnightblue
CDC25A	turquoise	turquoise
CDC25B	grey	grey
CDC25C	turquoise	turquoise
CDC26	grey	grey
CDC27	salmon	salmon
CDC34	red	lightcyan
CDC37	red	lightcyan
CDC37L1	midnightblue	midnightblue
CDC40	blue	blue
CDC42	red	lightcyan
CDC42BPA	blue	blue
CDC42BPB	blue	blue
CDC42BPG	red	lightcyan
CDC42EP1	grey	grey
CDC42EP2	grey	grey
CDC42EP3	grey	grey
CDC42EP4	turquoise	turquoise
CDC42EP5	grey	grey
CDC42SE1	grey	grey
CDC42SE2	midnightblue	midnightblue
CDC45	turquoise	turquoise
CDC5L	salmon	salmon
CDC6	turquoise	turquoise
CDC7	turquoise	turquoise
CDC73	salmon	salmon
CDCA2	turquoise	turquoise
CDCA3	turquoise	turquoise
CDCA4	turquoise	turquoise
CDCA5	turquoise	turquoise
CDCA7	turquoise	turquoise
CDCA7L	turquoise	turquoise
CDCA8	turquoise	turquoise
CDCP1	grey	grey
CDH1	purple	purple
CDH11	pink	pink
CDH13	pink	pink
CDH15	turquoise	turquoise
CDH17	grey	grey
CDH2	turquoise	turquoise
CDH23	tan	tan
CDH24	turquoise	turquoise
CDH26	magenta	magenta
CDH3	grey	grey
CDH5	tan	tan
CDH6	grey	grey
CDHR3	magenta	magenta
CDHR4	magenta	magenta
CDIP1	grey	grey
CDIPT	cyan	black
CDK1	turquoise	turquoise
CDK10	yellow	yellow
CDK11A	yellow	yellow
CDK11B	cyan	black
CDK12	blue	blue
CDK13	turquoise	turquoise
CDK14	pink	pink
CDK16	red	lightcyan
CDK17	salmon	salmon
CDK18	yellow	yellow
CDK19	blue	blue
CDK2	turquoise	turquoise
CDK20	magenta	magenta
CDK2AP1	turquoise	turquoise
CDK2AP2	blue	blue
CDK3	yellow	yellow
CDK4	turquoise	turquoise
CDK5	black	black
CDK5R1	turquoise	turquoise
CDK5RAP1	yellow	yellow
CDK5RAP2	blue	blue
CDK5RAP3	yellow	yellow
CDK6	salmon	salmon
CDK7	purple	purple
CDK8	turquoise	turquoise
CDK9	red	lightcyan
CDKAL1	turquoise	turquoise
CDKL1	midnightblue	midnightblue
CDKL2	turquoise	turquoise
CDKL5	black	black
CDKN1A	grey	grey
CDKN1B	greenyellow	greenyellow
CDKN1C	grey	grey
CDKN2A	turquoise	turquoise
CDKN2AIP	grey	grey
CDKN2AIPNL	purple	purple
CDKN2B	grey	grey
CDKN2C	turquoise	turquoise
CDKN2D	turquoise	turquoise
CDKN3	turquoise	turquoise
CDNF	magenta	magenta
CDO1	tan	tan
CDON	blue	blue
CDPF1	black	black
CDR2	purple	purple
CDR2L	grey	grey
